"TIME","GEO","SEX","INDIC_EM","Value"
"2011","Netherlands","Females","Activity rate (25 to 54 years)","81.9"
"2011","Netherlands","Females","Activity rate (55 to 64 years)","48.4"
"2011","Netherlands","Females","Youth unemployment ratio 15-24","5.5"
"2011","Austria","Total","Total population","8 290.4"
"2011","Austria","Total","Population (15 to 64 years)","5 643.5"
"2011","Austria","Total","Active population","4 322.8"
"2011","Austria","Total","Growth of active population","0.9"
"2011","Austria","Total","Activity rate (15 to 64 years)","75.3"
"2011","Austria","Total","Activity rate (15 to 24 years)","59.9"
"2011","Austria","Total","Activity rate (20 to 64 years)","78.2"
"2011","Austria","Total","Activity rate (25 to 54 years)","88.1"
"2011","Austria","Total","Activity rate (55 to 64 years)","42.9"
"2011","Austria","Total","Youth unemployment ratio 15-24","5.0"
"2011","Austria","Males","Total population","4 041.4"
"2011","Austria","Males","Population (15 to 64 years)","2 806.6"
"2011","Austria","Males","Active population","2 320.8"
"2011","Austria","Males","Growth of active population","0.9"
"2011","Austria","Males","Activity rate (15 to 64 years)","81.1"
"2011","Austria","Males","Activity rate (15 to 24 years)","64.9"
"2011","Austria","Males","Activity rate (20 to 64 years)","84.0"
"2011","Austria","Males","Activity rate (25 to 54 years)","92.8"
"2011","Austria","Males","Activity rate (55 to 64 years)","52.6"
"2011","Austria","Males","Youth unemployment ratio 15-24","5.1"
"2011","Austria","Females","Total population","4 249.0"
"2011","Austria","Females","Population (15 to 64 years)","2 836.9"
"2011","Austria","Females","Active population","2 002.2"
"2011","Austria","Females","Growth of active population","1.0"
"2011","Austria","Females","Activity rate (15 to 64 years)","69.5"
"2011","Austria","Females","Activity rate (15 to 24 years)","55.0"
"2011","Austria","Females","Activity rate (20 to 64 years)","72.5"
"2011","Austria","Females","Activity rate (25 to 54 years)","83.4"
"2011","Austria","Females","Activity rate (55 to 64 years)","33.7"
"2011","Austria","Females","Youth unemployment ratio 15-24","4.8"
"2011","Poland","Total","Total population","36 600.1"
"2011","Poland","Total","Population (15 to 64 years)","25 813.8"
"2011","Poland","Total","Active population","17 220.6"
"2011","Poland","Total","Growth of active population","0.5"
"2011","Poland","Total","Activity rate (15 to 64 years)","65.7"
"2011","Poland","Total","Activity rate (15 to 24 years)","33.5"
"2011","Poland","Total","Activity rate (20 to 64 years)","71.3"
"2011","Poland","Total","Activity rate (25 to 54 years)","84.2"
"2011","Poland","Total","Activity rate (55 to 64 years)","39.6"
"2011","Poland","Total","Youth unemployment ratio 15-24","8.6"
"2011","Poland","Males","Total population","17 713.5"
"2011","Poland","Males","Population (15 to 64 years)","12 873.7"
"2011","Poland","Males","Active population","9 504.3"
"2011","Poland","Males","Growth of active population","0.6"
"2011","Poland","Males","Activity rate (15 to 64 years)","72.6"
"2011","Poland","Males","Activity rate (15 to 24 years)","38.7"
"2011","Poland","Males","Activity rate (20 to 64 years)","78.9"
"2011","Poland","Males","Activity rate (25 to 54 years)","89.7"
"2011","Poland","Males","Activity rate (55 to 64 years)","51.6"
"2011","Poland","Males","Youth unemployment ratio 15-24","9.1"
"2011","Poland","Females","Total population","18 886.6"
"2011","Poland","Females","Population (15 to 64 years)","12 940.1"
"2011","Poland","Females","Active population","7 716.9"
"2011","Poland","Females","Growth of active population","0.5"
"2011","Poland","Females","Activity rate (15 to 64 years)","58.9"
"2011","Poland","Females","Activity rate (15 to 24 years)","28.1"
"2011","Poland","Females","Activity rate (20 to 64 years)","63.8"
"2011","Poland","Females","Activity rate (25 to 54 years)","78.6"
"2011","Poland","Females","Activity rate (55 to 64 years)","29.0"
"2011","Poland","Females","Youth unemployment ratio 15-24","8.1"
"2011","Portugal","Total","Total population","10 646.7"
"2011","Portugal","Total","Population (15 to 64 years)","7 096.6"
"2011","Portugal","Total","Active population","5 543.3"
"2011","Portugal","Total","Growth of active population","-0.1"
"2011","Portugal","Total","Activity rate (15 to 64 years)","74.1"
"2011","Portugal","Total","Activity rate (15 to 24 years)","38.8"
"2011","Portugal","Total","Activity rate (20 to 64 years)","79.2"
"2011","Portugal","Total","Activity rate (25 to 54 years)","88.4"
"2011","Portugal","Total","Activity rate (55 to 64 years)","53.7"
"2011","Portugal","Total","Youth unemployment ratio 15-24","11.7"
"2011","Portugal","Males","Total population","5 151.7"
"2011","Portugal","Males","Population (15 to 64 years)","3 518.0"
"2011","Portugal","Males","Active population","2 940.5"
"2011","Portugal","Males","Growth of active population","0.3"
"2011","Portugal","Males","Activity rate (15 to 64 years)","78.5"
"2011","Portugal","Males","Activity rate (15 to 24 years)","41.1"
"2011","Portugal","Males","Activity rate (20 to 64 years)","84.1"
"2011","Portugal","Males","Activity rate (25 to 54 years)","92.3"
"2011","Portugal","Males","Activity rate (55 to 64 years)","61.6"
"2011","Portugal","Males","Youth unemployment ratio 15-24","11.8"
"2011","Portugal","Females","Total population","5 494.9"
"2011","Portugal","Females","Population (15 to 64 years)","3 578.6"
"2011","Portugal","Females","Active population","2 602.7"
"2011","Portugal","Females","Growth of active population","-0.4"
"2011","Portugal","Females","Activity rate (15 to 64 years)","69.8"
"2011","Portugal","Females","Activity rate (15 to 24 years)","36.4"
"2011","Portugal","Females","Activity rate (20 to 64 years)","74.5"
"2011","Portugal","Females","Activity rate (25 to 54 years)","84.5"
"2011","Portugal","Females","Activity rate (55 to 64 years)","46.5"
"2011","Portugal","Females","Youth unemployment ratio 15-24","11.5"
"2011","Romania","Total","Total population","21 384.1"
"2011","Romania","Total","Population (15 to 64 years)","14 967.5"
"2011","Romania","Total","Active population","9 868.0"
"2011","Romania","Total","Growth of active population","-0.7"
"2011","Romania","Total","Activity rate (15 to 64 years)","63.3"
"2011","Romania","Total","Activity rate (15 to 24 years)","31.1"
"2011","Romania","Total","Activity rate (20 to 64 years)","67.8"
"2011","Romania","Total","Activity rate (25 to 54 years)","79.1"
"2011","Romania","Total","Activity rate (55 to 64 years)","41.5"
"2011","Romania","Total","Youth unemployment ratio 15-24","7.4"
"2011","Romania","Males","Total population","10 408.0"
"2011","Romania","Males","Population (15 to 64 years)","7 465.5"
"2011","Romania","Males","Active population","5 457.3"
"2011","Romania","Males","Growth of active population","-1.3"
"2011","Romania","Males","Activity rate (15 to 64 years)","70.7"
"2011","Romania","Males","Activity rate (15 to 24 years)","35.4"
"2011","Romania","Males","Activity rate (20 to 64 years)","75.8"
"2011","Romania","Males","Activity rate (25 to 54 years)","86.5"
"2011","Romania","Males","Activity rate (55 to 64 years)","51.6"
"2011","Romania","Males","Youth unemployment ratio 15-24","8.4"
"2011","Romania","Females","Total population","10 976.1"
"2011","Romania","Females","Population (15 to 64 years)","7 502.0"
"2011","Romania","Females","Active population","4 410.4"
"2011","Romania","Females","Growth of active population","0.1"
"2011","Romania","Females","Activity rate (15 to 64 years)","56.0"
"2011","Romania","Females","Activity rate (15 to 24 years)","26.7"
"2011","Romania","Females","Activity rate (20 to 64 years)","59.8"
"2011","Romania","Females","Activity rate (25 to 54 years)","71.7"
"2011","Romania","Females","Activity rate (55 to 64 years)","32.7"
"2011","Romania","Females","Youth unemployment ratio 15-24","6.4"
"2011","Slovenia","Total","Total population","2 051.3"
"2011","Slovenia","Total","Population (15 to 64 years)","1 420.5"
"2011","Slovenia","Total","Active population","1 019.4"
"2011","Slovenia","Total","Growth of active population","-1.8"
"2011","Slovenia","Total","Activity rate (15 to 64 years)","70.3"
"2011","Slovenia","Total","Activity rate (15 to 24 years)","37.4"
"2011","Slovenia","Total","Activity rate (20 to 64 years)","74.5"
"2011","Slovenia","Total","Activity rate (25 to 54 years)","90.1"
"2011","Slovenia","Total","Activity rate (55 to 64 years)","33.3"
"2011","Slovenia","Total","Youth unemployment ratio 15-24","5.9"
"2011","Slovenia","Males","Total population","1 015.0"
"2011","Slovenia","Males","Population (15 to 64 years)","730.5"
"2011","Slovenia","Males","Active population","551.1"
"2011","Slovenia","Males","Growth of active population","-2.1"
"2011","Slovenia","Males","Activity rate (15 to 64 years)","73.9"
"2011","Slovenia","Males","Activity rate (15 to 24 years)","42.0"
"2011","Slovenia","Males","Activity rate (20 to 64 years)","78.2"
"2011","Slovenia","Males","Activity rate (25 to 54 years)","91.8"
"2011","Slovenia","Males","Activity rate (55 to 64 years)","42.7"
"2011","Slovenia","Males","Youth unemployment ratio 15-24","6.3"
"2011","Slovenia","Females","Total population","1 036.3"
"2011","Slovenia","Females","Population (15 to 64 years)","690.0"
"2011","Slovenia","Females","Active population","468.3"
"2011","Slovenia","Females","Growth of active population","-1.5"
"2011","Slovenia","Females","Activity rate (15 to 64 years)","66.5"
"2011","Slovenia","Females","Activity rate (15 to 24 years)","32.3"
"2011","Slovenia","Females","Activity rate (20 to 64 years)","70.6"
"2011","Slovenia","Females","Activity rate (25 to 54 years)","88.4"
"2011","Slovenia","Females","Activity rate (55 to 64 years)","23.7"
"2011","Slovenia","Females","Youth unemployment ratio 15-24","5.4"
"2011","Slovakia","Total","Total population","5 392.4"
"2011","Slovakia","Total","Population (15 to 64 years)","3 882.3"
"2011","Slovakia","Total","Active population","2 678.6"
"2011","Slovakia","Total","Growth of active population","-1.0"
"2011","Slovakia","Total","Activity rate (15 to 64 years)","68.7"
"2011","Slovakia","Total","Activity rate (15 to 24 years)","30.1"
"2011","Slovakia","Total","Activity rate (20 to 64 years)","74.9"
"2011","Slovakia","Total","Activity rate (25 to 54 years)","87.0"
"2011","Slovakia","Total","Activity rate (55 to 64 years)","46.0"
"2011","Slovakia","Total","Youth unemployment ratio 15-24","10.1"
"2011","Slovakia","Males","Total population","2 625.2"
"2011","Slovakia","Males","Population (15 to 64 years)","1 943.7"
"2011","Slovakia","Males","Active population","1 495.0"
"2011","Slovakia","Males","Growth of active population","-0.2"
"2011","Slovakia","Males","Activity rate (15 to 64 years)","76.6"
"2011","Slovakia","Males","Activity rate (15 to 24 years)","37.2"
"2011","Slovakia","Males","Activity rate (20 to 64 years)","83.5"
"2011","Slovakia","Males","Activity rate (25 to 54 years)","93.5"
"2011","Slovakia","Males","Activity rate (55 to 64 years)","58.8"
"2011","Slovakia","Males","Youth unemployment ratio 15-24","12.3"
"2011","Slovakia","Females","Total population","2 767.3"
"2011","Slovakia","Females","Population (15 to 64 years)","1 938.6"
"2011","Slovakia","Females","Active population","1 183.4"
"2011","Slovakia","Females","Growth of active population","-2.1"
"2011","Slovakia","Females","Activity rate (15 to 64 years)","60.8"
"2011","Slovakia","Females","Activity rate (15 to 24 years)","22.7"
"2011","Slovakia","Females","Activity rate (20 to 64 years)","66.2"
"2011","Slovakia","Females","Activity rate (25 to 54 years)","80.4"
"2011","Slovakia","Females","Activity rate (55 to 64 years)","34.6"
"2011","Slovakia","Females","Youth unemployment ratio 15-24","7.7"
"2011","Finland","Total","Total population","5 365.2"
"2011","Finland","Total","Population (15 to 64 years)","3 518.3"
"2011","Finland","Total","Active population","2 682.4"
"2011","Finland","Total","Growth of active population","0.1"
"2011","Finland","Total","Activity rate (15 to 64 years)","74.9"
"2011","Finland","Total","Activity rate (15 to 24 years)","50.5"
"2011","Finland","Total","Activity rate (20 to 64 years)","79.4"
"2011","Finland","Total","Activity rate (25 to 54 years)","87.7"
"2011","Finland","Total","Activity rate (55 to 64 years)","60.9"
"2011","Finland","Total","Youth unemployment ratio 15-24","10.1"
"2011","Finland","Males","Total population","2 624.1"
"2011","Finland","Males","Population (15 to 64 years)","1 769.6"
"2011","Finland","Males","Active population","1 395.3"
"2011","Finland","Males","Growth of active population","0.5"
"2011","Finland","Males","Activity rate (15 to 64 years)","77.2"
"2011","Finland","Males","Activity rate (15 to 24 years)","50.5"
"2011","Finland","Males","Activity rate (20 to 64 years)","82.0"
"2011","Finland","Males","Activity rate (25 to 54 years)","90.9"
"2011","Finland","Males","Activity rate (55 to 64 years)","61.4"
"2011","Finland","Males","Youth unemployment ratio 15-24","11.0"
"2011","Finland","Females","Total population","2 741.1"
"2011","Finland","Females","Population (15 to 64 years)","1 748.7"
"2011","Finland","Females","Active population","1 287.3"
"2011","Finland","Females","Growth of active population","-0.3"
"2011","Finland","Females","Activity rate (15 to 64 years)","72.7"
"2011","Finland","Females","Activity rate (15 to 24 years)","50.5"
"2011","Finland","Females","Activity rate (20 to 64 years)","76.7"
"2011","Finland","Females","Activity rate (25 to 54 years)","84.3"
"2011","Finland","Females","Activity rate (55 to 64 years)","60.4"
"2011","Finland","Females","Youth unemployment ratio 15-24","9.3"
"2011","Sweden","Total","Total population","9 419.1"
"2011","Sweden","Total","Population (15 to 64 years)","6 114.5"
"2011","Sweden","Total","Active population","5 016.4"
"2011","Sweden","Total","Growth of active population","1.2"
"2011","Sweden","Total","Activity rate (15 to 64 years)","79.9"
"2011","Sweden","Total","Activity rate (15 to 24 years)","53.0"
"2011","Sweden","Total","Activity rate (20 to 64 years)","85.2"
"2011","Sweden","Total","Activity rate (25 to 54 years)","90.3"
"2011","Sweden","Total","Activity rate (55 to 64 years)","76.0"
"2011","Sweden","Total","Youth unemployment ratio 15-24","12.1"
"2011","Sweden","Males","Total population","4 694.3"
"2011","Sweden","Males","Population (15 to 64 years)","3 107.5"
"2011","Sweden","Males","Active population","2 644.7"
"2011","Sweden","Males","Growth of active population","0.9"
"2011","Sweden","Males","Activity rate (15 to 64 years)","82.4"
"2011","Sweden","Males","Activity rate (15 to 24 years)","53.2"
"2011","Sweden","Males","Activity rate (20 to 64 years)","88.3"
"2011","Sweden","Males","Activity rate (25 to 54 years)","93.2"
"2011","Sweden","Males","Activity rate (55 to 64 years)","79.9"
"2011","Sweden","Males","Youth unemployment ratio 15-24","12.4"
"2011","Sweden","Females","Total population","4 724.8"
"2011","Sweden","Females","Population (15 to 64 years)","3 007.0"
"2011","Sweden","Females","Active population","2 371.4"
"2011","Sweden","Females","Growth of active population","1.6"
"2011","Sweden","Females","Activity rate (15 to 64 years)","77.3"
"2011","Sweden","Females","Activity rate (15 to 24 years)","52.8"
"2011","Sweden","Females","Activity rate (20 to 64 years)","82.0"
"2011","Sweden","Females","Activity rate (25 to 54 years)","87.3"
"2011","Sweden","Females","Activity rate (55 to 64 years)","72.1"
"2011","Sweden","Females","Youth unemployment ratio 15-24","11.8"
"2011","United Kingdom","Total","Total population","61 515.2"
"2011","United Kingdom","Total","Population (15 to 64 years)","40 598.6"
"2011","United Kingdom","Total","Active population","31 611.5"
"2011","United Kingdom","Total","Growth of active population","0.6"
"2011","United Kingdom","Total","Activity rate (15 to 64 years)","75.7"
"2011","United Kingdom","Total","Activity rate (15 to 24 years)","58.8"
"2011","United Kingdom","Total","Activity rate (20 to 64 years)","79.2"
"2011","United Kingdom","Total","Activity rate (25 to 54 years)","85.3"
"2011","United Kingdom","Total","Activity rate (55 to 64 years)","59.7"
"2011","United Kingdom","Total","Youth unemployment ratio 15-24","12.4"
"2011","United Kingdom","Males","Total population","30 311.7"
"2011","United Kingdom","Males","Population (15 to 64 years)","20 209.8"
"2011","United Kingdom","Males","Active population","17 048.4"
"2011","United Kingdom","Males","Growth of active population","0.5"
"2011","United Kingdom","Males","Activity rate (15 to 64 years)","81.7"
"2011","United Kingdom","Males","Activity rate (15 to 24 years)","61.5"
"2011","United Kingdom","Males","Activity rate (20 to 64 years)","85.9"
"2011","United Kingdom","Males","Activity rate (25 to 54 years)","91.7"
"2011","United Kingdom","Males","Activity rate (55 to 64 years)","68.5"
"2011","United Kingdom","Males","Youth unemployment ratio 15-24","14.4"
"2011","United Kingdom","Females","Total population","31 203.5"
"2011","United Kingdom","Females","Population (15 to 64 years)","20 388.9"
"2011","United Kingdom","Females","Active population","14 563.3"
"2011","United Kingdom","Females","Growth of active population","0.8"
"2011","United Kingdom","Females","Activity rate (15 to 64 years)","69.7"
"2011","United Kingdom","Females","Activity rate (15 to 24 years)","56.0"
"2011","United Kingdom","Females","Activity rate (20 to 64 years)","72.5"
"2011","United Kingdom","Females","Activity rate (25 to 54 years)","79.1"
"2011","United Kingdom","Females","Activity rate (55 to 64 years)","51.3"
"2011","United Kingdom","Females","Youth unemployment ratio 15-24","10.3"
"2011","Iceland","Total","Total population","223.7"
"2011","Iceland","Total","Population (15 to 64 years)","202.9"
"2011","Iceland","Total","Active population","178.5"
"2011","Iceland","Total","Growth of active population","-0.4"
"2011","Iceland","Total","Activity rate (15 to 64 years)","84.5"
"2011","Iceland","Total","Activity rate (15 to 24 years)","73.1"
"2011","Iceland","Total","Activity rate (20 to 64 years)","86.1"
"2011","Iceland","Total","Activity rate (25 to 54 years)","88.4"
"2011","Iceland","Total","Activity rate (55 to 64 years)","83.8"
"2011","Iceland","Total","Youth unemployment ratio 15-24","10.6"
"2011","Iceland","Males","Total population","112.6"
"2011","Iceland","Males","Population (15 to 64 years)","102.4"
"2011","Iceland","Males","Active population","93.7"
"2011","Iceland","Males","Growth of active population","-0.6"
"2011","Iceland","Males","Activity rate (15 to 64 years)","87.2"
"2011","Iceland","Males","Activity rate (15 to 24 years)","71.7"
"2011","Iceland","Males","Activity rate (20 to 64 years)","89.6"
"2011","Iceland","Males","Activity rate (25 to 54 years)","92.1"
"2011","Iceland","Males","Activity rate (55 to 64 years)","88.3"
"2011","Iceland","Males","Youth unemployment ratio 15-24","13.0"
"2011","Iceland","Females","Total population","111.1"
"2011","Iceland","Females","Population (15 to 64 years)","100.5"
"2011","Iceland","Females","Active population","84.9"
"2011","Iceland","Females","Growth of active population","-0.1"
"2011","Iceland","Females","Activity rate (15 to 64 years)","81.7"
"2011","Iceland","Females","Activity rate (15 to 24 years)","74.6"
"2011","Iceland","Females","Activity rate (20 to 64 years)","82.6"
"2011","Iceland","Females","Activity rate (25 to 54 years)","84.7"
"2011","Iceland","Females","Activity rate (55 to 64 years)","79.1"
"2011","Iceland","Females","Youth unemployment ratio 15-24","8.0"
"2011","Norway","Total","Total population","3 672.8"
"2011","Norway","Total","Population (15 to 64 years)","3 268.3"
"2011","Norway","Total","Active population","2 622.3"
"2011","Norway","Total","Growth of active population","0.9"
"2011","Norway","Total","Activity rate (15 to 64 years)","77.8"
"2011","Norway","Total","Activity rate (15 to 24 years)","55.6"
"2011","Norway","Total","Activity rate (20 to 64 years)","82.0"
"2011","Norway","Total","Activity rate (25 to 54 years)","87.0"
"2011","Norway","Total","Activity rate (55 to 64 years)","70.4"
"2011","Norway","Total","Youth unemployment ratio 15-24","4.8"
"2011","Norway","Males","Total population","1 864.7"
"2011","Norway","Males","Population (15 to 64 years)","1 668.3"
"2011","Norway","Males","Active population","1 380.3"
"2011","Norway","Males","Growth of active population","0.4"
"2011","Norway","Males","Activity rate (15 to 64 years)","79.9"
"2011","Norway","Males","Activity rate (15 to 24 years)","54.7"
"2011","Norway","Males","Activity rate (20 to 64 years)","84.7"
"2011","Norway","Males","Activity rate (25 to 54 years)","89.6"
"2011","Norway","Males","Activity rate (55 to 64 years)","73.9"
"2011","Norway","Males","Youth unemployment ratio 15-24","5.2"
"2011","Norway","Females","Total population","1 808.1"
"2011","Norway","Females","Population (15 to 64 years)","1 600.0"
"2011","Norway","Females","Active population","1 242.2"
"2011","Norway","Females","Growth of active population","1.3"
"2011","Norway","Females","Activity rate (15 to 64 years)","75.7"
"2011","Norway","Females","Activity rate (15 to 24 years)","56.6"
"2011","Norway","Females","Activity rate (20 to 64 years)","79.2"
"2011","Norway","Females","Activity rate (25 to 54 years)","84.3"
"2011","Norway","Females","Activity rate (55 to 64 years)","66.9"
"2011","Norway","Females","Youth unemployment ratio 15-24","4.4"
"2011","Switzerland","Total","Total population","6 690.0"
"2011","Switzerland","Total","Population (15 to 64 years)","5 334.2"
"2011","Switzerland","Total","Active population",":"
"2011","Switzerland","Total","Growth of active population","1.2"
"2011","Switzerland","Total","Activity rate (15 to 64 years)","82.8"
"2011","Switzerland","Total","Activity rate (15 to 24 years)","68.2"
"2011","Switzerland","Total","Activity rate (20 to 64 years)","85.2"
"2011","Switzerland","Total","Activity rate (25 to 54 years)","89.7"
"2011","Switzerland","Total","Activity rate (55 to 64 years)","71.8"
"2011","Switzerland","Total","Youth unemployment ratio 15-24","5.2"
"2011","Switzerland","Males","Total population","3 269.3"
"2011","Switzerland","Males","Population (15 to 64 years)","2 685.0"
"2011","Switzerland","Males","Active population",":"
"2011","Switzerland","Males","Growth of active population","1.3"
"2011","Switzerland","Males","Activity rate (15 to 64 years)","88.7"
"2011","Switzerland","Males","Activity rate (15 to 24 years)","69.3"
"2011","Switzerland","Males","Activity rate (20 to 64 years)","91.5"
"2011","Switzerland","Males","Activity rate (25 to 54 years)","95.9"
"2011","Switzerland","Males","Activity rate (55 to 64 years)","81.7"
"2011","Switzerland","Males","Youth unemployment ratio 15-24","5.2"
"2011","Switzerland","Females","Total population","3 420.7"
"2011","Switzerland","Females","Population (15 to 64 years)","2 649.2"
"2011","Switzerland","Females","Active population",":"
"2011","Switzerland","Females","Growth of active population","1.2"
"2011","Switzerland","Females","Activity rate (15 to 64 years)","76.7"
"2011","Switzerland","Females","Activity rate (15 to 24 years)","67.0"
"2011","Switzerland","Females","Activity rate (20 to 64 years)","78.8"
"2011","Switzerland","Females","Activity rate (25 to 54 years)","83.4"
"2011","Switzerland","Females","Activity rate (55 to 64 years)","62.1"
"2011","Switzerland","Females","Youth unemployment ratio 15-24","5.2"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Total population","2 055.1"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Population (15 to 64 years)","1 454.7"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Active population",":"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Growth of active population","0.4"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (15 to 64 years)","64.2"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (15 to 24 years)","32.1"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (20 to 64 years)","70.1"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (25 to 54 years)","79.2"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (55 to 64 years)","49.2"
"2011","Former Yugoslav Republic of Macedonia, the","Total","Youth unemployment ratio 15-24","17.7"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Total population","1 030.0"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Population (15 to 64 years)","736.9"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Active population",":"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Growth of active population","-0.7"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (15 to 64 years)","76.8"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (15 to 24 years)","39.9"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (20 to 64 years)","83.8"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (25 to 54 years)","92.0"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (55 to 64 years)","67.7"
"2011","Former Yugoslav Republic of Macedonia, the","Males","Youth unemployment ratio 15-24","22.2"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Total population","1 025.1"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Population (15 to 64 years)","717.8"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Active population",":"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Growth of active population","2.0"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (15 to 64 years)","51.2"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (15 to 24 years)","23.9"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (20 to 64 years)","56.1"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (25 to 54 years)","65.8"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (55 to 64 years)","31.7"
"2011","Former Yugoslav Republic of Macedonia, the","Females","Youth unemployment ratio 15-24","13.1"
"2011","Turkey","Total","Total population","72 371.2"
"2011","Turkey","Total","Population (15 to 64 years)","48 431.4"
"2011","Turkey","Total","Active population","26 426.8"
"2011","Turkey","Total","Growth of active population","4.4"
"2011","Turkey","Total","Activity rate (15 to 64 years)","53.2"
"2011","Turkey","Total","Activity rate (15 to 24 years)","38.5"
"2011","Turkey","Total","Activity rate (20 to 64 years)","57.2"
"2011","Turkey","Total","Activity rate (25 to 54 years)","62.3"
"2011","Turkey","Total","Activity rate (55 to 64 years)","32.8"
"2011","Turkey","Total","Youth unemployment ratio 15-24","6.4"
"2011","Turkey","Males","Total population","35 906.8"
"2011","Turkey","Males","Population (15 to 64 years)","24 078.2"
"2011","Turkey","Males","Active population","18 678.0"
"2011","Turkey","Males","Growth of active population","3.4"
"2011","Turkey","Males","Activity rate (15 to 64 years)","75.6"
"2011","Turkey","Males","Activity rate (15 to 24 years)","51.3"
"2011","Turkey","Males","Activity rate (20 to 64 years)","81.7"
"2011","Turkey","Males","Activity rate (25 to 54 years)","89.2"
"2011","Turkey","Males","Activity rate (55 to 64 years)","48.1"
"2011","Turkey","Males","Youth unemployment ratio 15-24","8.0"
"2011","Turkey","Females","Total population","36 464.4"
"2011","Turkey","Females","Population (15 to 64 years)","24 353.2"
"2011","Turkey","Females","Active population","7 748.8"
"2011","Turkey","Females","Growth of active population","6.7"
"2011","Turkey","Females","Activity rate (15 to 64 years)","31.0"
"2011","Turkey","Females","Activity rate (15 to 24 years)","26.2"
"2011","Turkey","Females","Activity rate (20 to 64 years)","33.1"
"2011","Turkey","Females","Activity rate (25 to 54 years)","35.2"
"2011","Turkey","Females","Activity rate (55 to 64 years)","18.1"
"2011","Turkey","Females","Youth unemployment ratio 15-24","5.0"
"2012","European Union (28 countries)","Total","Total population","499 189.2"
"2012","European Union (28 countries)","Total","Population (15 to 64 years)","332 438.2"
"2012","European Union (28 countries)","Total","Active population","242 837.8"
"2012","European Union (28 countries)","Total","Growth of active population","0.6"
"2012","European Union (28 countries)","Total","Activity rate (15 to 64 years)","71.7"
"2012","European Union (28 countries)","Total","Activity rate (15 to 24 years)","42.4"
"2012","European Union (28 countries)","Total","Activity rate (20 to 64 years)","76.1"
"2012","European Union (28 countries)","Total","Activity rate (25 to 54 years)","85.3"
"2012","European Union (28 countries)","Total","Activity rate (55 to 64 years)","52.6"
"2012","European Union (28 countries)","Total","Youth unemployment ratio 15-24","9.7"
"2012","European Union (28 countries)","Males","Total population","243 929.8"
"2012","European Union (28 countries)","Males","Population (15 to 64 years)","165 999.0"
"2012","European Union (28 countries)","Males","Active population","132 110.1"
"2012","European Union (28 countries)","Males","Growth of active population","0.3"
"2012","European Union (28 countries)","Males","Activity rate (15 to 64 years)","77.9"
"2012","European Union (28 countries)","Males","Activity rate (15 to 24 years)","45.3"
"2012","European Union (28 countries)","Males","Activity rate (20 to 64 years)","82.9"
"2012","European Union (28 countries)","Males","Activity rate (25 to 54 years)","91.7"
"2012","European Union (28 countries)","Males","Activity rate (55 to 64 years)","61.2"
"2012","European Union (28 countries)","Males","Youth unemployment ratio 15-24","10.7"
"2012","European Union (28 countries)","Females","Total population","255 259.4"
"2012","European Union (28 countries)","Females","Population (15 to 64 years)","166 439.2"
"2012","European Union (28 countries)","Females","Active population","110 728.0"
"2012","European Union (28 countries)","Females","Growth of active population","1.0"
"2012","European Union (28 countries)","Females","Activity rate (15 to 64 years)","65.5"
"2012","European Union (28 countries)","Females","Activity rate (15 to 24 years)","39.4"
"2012","European Union (28 countries)","Females","Activity rate (20 to 64 years)","69.4"
"2012","European Union (28 countries)","Females","Activity rate (25 to 54 years)","78.9"
"2012","European Union (28 countries)","Females","Activity rate (55 to 64 years)","44.7"
"2012","European Union (28 countries)","Females","Youth unemployment ratio 15-24","8.7"
"2012","European Union (27 countries)","Total","Total population","494 964.3"
"2012","European Union (27 countries)","Total","Population (15 to 64 years)","329 683.9"
"2012","European Union (27 countries)","Total","Active population","241 119.9"
"2012","European Union (27 countries)","Total","Growth of active population","0.6"
