,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
13412,15000,13885.68,17.93,60,debt_consolidation,8.06%,HI,RENT,12500.0,672.0,14.0,8296.0,0.0,7 years
39115,6000,5975.0,8.9,36,debt_consolidation,17.48%,NJ,RENT,6996.17,702.0,12.0,6252.0,0.0,10+ years
92536,21000,21000.0,17.27,60,debt_consolidation,31.48%,MO,RENT,4583.33,682.0,13.0,32616.0,1.0,10+ years
45047,6000,6000.0,7.9,36,debt_consolidation,10.75%,SC,MORTGAGE,2883.33,727.0,8.0,4813.0,0.0,4 years
63234,10500,10500.0,14.33,36,debt_consolidation,27.80%,PA,RENT,2500.0,672.0,6.0,16128.0,0.0,< 1 year
90756,16000,16000.0,15.8,60,debt_consolidation,24.85%,IL,MORTGAGE,5416.67,682.0,10.0,9638.0,0.0,10+ years
59014,10000,10000.0,10.74,36,credit_card,26.02%,MA,RENT,3750.0,722.0,8.0,6891.0,1.0,4 years
3648,5000,4975.0,11.58,36,debt_consolidation,18.48%,AZ,RENT,7083.33,702.0,6.0,2591.0,1.0,2 years
21477,30000,29750.38,19.74,60,debt_consolidation,20.03%,GA,OWN,6250.0,702.0,2.0,7143.0,0.0,10+ years
16057,12000,11975.0,14.46,60,debt_consolidation,20.50%,CA,MORTGAGE,5916.67,692.0,11.0,8244.0,0.0,7 years
50389,35000,35000.0,21.97,60,debt_consolidation,21.31%,MO,MORTGAGE,7833.33,687.0,14.0,27610.0,1.0,5 years
32310,25200,24999.92,20.3,60,debt_consolidation,14.90%,PA,MORTGAGE,7166.67,692.0,11.0,28481.0,0.0,4 years
83265,2000,2000.0,13.11,36,major_purchase,14.11%,NV,RENT,3750.0,682.0,4.0,1485.0,0.0,3 years
70270,12000,11975.0,17.77,36,debt_consolidation,9.81%,TX,RENT,4333.33,672.0,12.0,12837.0,1.0,2 years
54267,12500,12500.0,8.9,36,debt_consolidation,14.37%,TX,RENT,4154.17,717.0,9.0,10465.0,0.0,4 years
47705,8000,7925.0,6.62,36,credit_card,21.95%,IL,MORTGAGE,3666.67,747.0,11.0,17907.0,1.0,10+ years
48560,5000,5000.0,12.12,36,credit_card,11.08%,NJ,RENT,1833.33,687.0,7.0,5408.0,0.0,10+ years
56604,12800,12800.0,14.65,36,vacation,17.76%,TX,RENT,10000.0,682.0,13.0,5792.0,1.0,10+ years
54487,33000,33000.0,7.62,36,debt_consolidation,0.26%,NY,MORTGAGE,102750.0,807.0,7.0,95435.0,0.0,10+ years
27575,15000,15000.0,6.99,36,medical,6.64%,MO,MORTGAGE,9083.33,812.0,12.0,1410.0,0.0,10+ years
69095,5000,5000.0,7.62,36,debt_consolidation,17.10%,FL,RENT,1750.0,727.0,7.0,8162.0,0.0,4 years
9261,7000,7000.0,14.22,36,medical,7.04%,AZ,RENT,3010.0,672.0,5.0,3047.0,2.0,< 1 year
88031,13450,13450.0,14.09,36,debt_consolidation,12.93%,TX,MORTGAGE,3333.33,687.0,5.0,5407.0,0.0,1 year
73881,20375,20375.0,14.09,60,debt_consolidation,22.67%,CA,MORTGAGE,5416.67,742.0,17.0,20980.0,2.0,10+ years
62753,1200,1200.0,15.8,36,debt_consolidation,9.99%,FL,RENT,3833.33,667.0,10.0,6520.0,1.0,10+ years
88040,16000,15975.0,6.03,36,debt_consolidation,9.20%,FL,RENT,12750.0,807.0,16.0,13690.0,1.0,10+ years
65110,2000,2000.0,14.33,36,debt_consolidation,22.48%,MN,RENT,4333.33,677.0,9.0,8496.0,1.0,4 years
4587,11200,11150.0,13.92,36,home_improvement,18.07%,CT,MORTGAGE,2773.33,682.0,6.0,6720.0,3.0,5 years
93766,28000,28000.0,7.62,36,credit_card,12.19%,CA,RENT,11250.0,732.0,10.0,40302.0,1.0,10+ years
83592,28000,27950.0,21.98,60,debt_consolidation,16.56%,TX,MORTGAGE,10166.67,682.0,12.0,43182.0,1.0,4 years
2805,3000,2322.59,15.05,36,major_purchase,18.95%,OK,MORTGAGE,3466.67,662.0,9.0,4285.0,3.0,2 years
70589,7200,7200.0,12.12,36,credit_card,29.38%,CA,RENT,4166.67,682.0,12.0,5165.0,0.0,10+ years
21690,4600,4600.0,5.42,36,home_improvement,3.38%,OH,MORTGAGE,3664.25,777.0,6.0,3127.0,0.0,10+ years
29803,8000,8000.0,6.99,36,small_business,9.19%,CA,MORTGAGE,5833.33,792.0,5.0,4469.0,2.0,3 years
87162,20125,20125.0,18.49,36,credit_card,11.08%,NY,MORTGAGE,8937.5,677.0,14.0,12418.0,0.0,2 years
70443,19050,19050.0,14.33,60,debt_consolidation,11.08%,CA,MORTGAGE,5000.0,742.0,16.0,19988.0,4.0,3 years
28432,21850,21825.0,18.79,60,credit_card,20.32%,LA,RENT,4400.0,682.0,7.0,9171.0,0.0,4 years
13712,5000,5000.0,10.38,36,moving,19.10%,MA,RENT,4200.0,717.0,7.0,1109.0,0.0,3 years
84889,12000,12000.0,15.31,36,debt_consolidation,8.28%,MA,RENT,7750.0,672.0,10.0,16132.0,0.0,10+ years
40381,5800,5800.0,6.03,36,credit_card,6.98%,MA,RENT,5208.33,762.0,7.0,4965.0,0.0,4 years
39867,10000,10000.0,11.71,36,other,13.41%,NJ,RENT,5800.0,712.0,9.0,4214.0,0.0,3 years
75600,4800,4800.0,7.9,36,credit_card,17.34%,NC,MORTGAGE,6250.0,707.0,7.0,4195.0,0.0,10+ years
27623,8000,8000.0,10.99,36,debt_consolidation,17.12%,PA,RENT,2500.0,707.0,13.0,7027.0,1.0,3 years
69389,9750,9750.0,16.29,36,debt_consolidation,34.04%,TX,MORTGAGE,3119.92,672.0,12.0,8774.0,1.0,5 years
35351,4000,4000.0,12.69,36,major_purchase,1.34%,CA,RENT,9583.33,707.0,8.0,5304.0,1.0,2 years
29981,3000,3000.0,10.99,36,debt_consolidation,20.96%,CA,RENT,5583.33,697.0,6.0,1531.0,2.0,10+ years
74258,16000,16000.0,15.8,36,credit_card,11.35%,TX,RENT,5075.0,692.0,15.0,22380.0,2.0,3 years
3209,12000,11725.0,9.63,36,car,15%,GA,MORTGAGE,3000.0,752.0,8.0,20328.0,0.0,< 1 year
1364,7500,5795.24,11.78,36,home_improvement,17.72%,OR,MORTGAGE,2500.0,692.0,7.0,6349.0,1.0,4 years
68023,9600,9600.0,7.9,36,debt_consolidation,5.58%,AZ,MORTGAGE,6500.0,727.0,8.0,23353.0,3.0,6 years
64660,23850,23850.0,22.95,60,debt_consolidation,20.74%,TX,MORTGAGE,5000.0,672.0,13.0,17587.0,1.0,4 years
59812,6250,6250.0,14.09,36,debt_consolidation,19.70%,FL,RENT,4248.33,682.0,9.0,9991.0,2.0,< 1 year
14213,16750,16359.69,7.88,36,debt_consolidation,20.70%,TX,MORTGAGE,3778.67,747.0,9.0,22352.0,0.0,10+ years
34627,4000,4000.0,12.69,36,major_purchase,2.50%,CA,RENT,1600.0,732.0,3.0,1295.0,3.0,< 1 year
55924,23500,23500.0,19.22,36,credit_card,20.37%,WA,RENT,6800.0,672.0,17.0,31812.0,3.0,2 years
103315,3600,3575.0,12.87,36,educational,3.40%,FL,RENT,2000.0,707.0,8.0,2650.0,4.0,n/a
22700,1900,1900.0,7.29,36,other,23.05%,FL,RENT,2208.33,727.0,11.0,8508.0,1.0,3 years
51163,22500,22500.0,7.9,36,other,19.93%,IL,OWN,5208.33,757.0,5.0,22876.0,0.0,10+ years
27554,12000,12000.0,8.49,60,debt_consolidation,11.03%,GA,MORTGAGE,4425.17,782.0,9.0,14816.0,0.0,10+ years
34472,15000,15000.0,12.69,60,debt_consolidation,15.80%,NY,MORTGAGE,4500.0,732.0,17.0,18592.0,2.0,1 year
93022,32000,32000.0,17.27,36,other,9.96%,NH,MORTGAGE,19166.67,707.0,8.0,66885.0,1.0,5 years
49403,24000,24000.0,24.2,60,debt_consolidation,20.77%,VA,RENT,4583.33,667.0,13.0,28399.0,1.0,10+ years
78078,5500,5500.0,15.8,36,vacation,20.18%,CA,RENT,5416.67,672.0,13.0,13079.0,3.0,9 years
14052,7300,7300.0,7.88,36,credit_card,11.78%,FL,RENT,3090.5,737.0,5.0,13459.0,0.0,7 years
44471,25000,24975.0,13.11,60,debt_consolidation,28.15%,NY,RENT,7250.0,742.0,14.0,19598.0,0.0,6 years
76696,4575,4575.0,11.14,36,credit_card,21.33%,TX,OWN,1280.0,692.0,8.0,9484.0,0.0,< 1 year
7518,10000,10000.0,14.96,36,debt_consolidation,16.42%,FL,MORTGAGE,3416.67,687.0,24.0,16591.0,0.0,10+ years
37177,20000,19950.0,15.96,60,credit_card,23.54%,CA,MORTGAGE,5000.0,707.0,10.0,20062.0,3.0,10+ years
93253,11100,11100.0,11.14,36,credit_card,29.55%,NM,MORTGAGE,4000.0,717.0,10.0,13410.0,3.0,6 years
55625,17000,17000.0,10.74,60,debt_consolidation,11.12%,AL,MORTGAGE,4166.67,762.0,10.0,19020.0,0.0,10+ years
55934,12000,11975.0,13.67,36,debt_consolidation,17.05%,CA,RENT,2000.0,677.0,6.0,7552.0,0.0,10+ years
50756,24000,24000.0,12.12,36,wedding,22.66%,TX,RENT,8750.0,717.0,12.0,29683.0,0.0,9 years
90712,7000,7000.0,17.77,36,credit_card,8.02%,OK,RENT,6000.0,692.0,5.0,6623.0,0.0,10+ years
82079,10000,10000.0,12.12,36,debt_consolidation,20.16%,CA,RENT,5833.33,697.0,16.0,25687.0,0.0,4 years
47958,14000,14000.0,6.62,36,credit_card,28.82%,NY,RENT,4250.0,747.0,16.0,1850.0,1.0,8 years
77601,3250,3225.0,7.62,36,credit_card,3.12%,CA,RENT,2083.33,747.0,6.0,2114.0,1.0,3 years
82780,18000,18000.0,11.14,36,debt_consolidation,11.81%,FL,RENT,5100.0,717.0,8.0,17139.0,0.0,1 year
67401,19500,19500.0,21.0,36,debt_consolidation,26.84%,VA,MORTGAGE,5125.0,662.0,11.0,29033.0,0.0,10+ years
35797,5000,5000.0,6.03,36,debt_consolidation,29.86%,CA,OWN,2083.33,787.0,12.0,22141.0,0.0,n/a
34240,20000,20000.0,17.58,60,debt_consolidation,18.45%,OH,RENT,4250.0,702.0,10.0,11805.0,0.0,4 years
24846,6000,6000.0,13.49,36,debt_consolidation,19.68%,NJ,RENT,7500.0,682.0,6.0,6686.0,1.0,10+ years
63299,14300,14300.0,14.09,36,debt_consolidation,21.74%,DE,MORTGAGE,7750.0,697.0,11.0,25213.0,2.0,4 years
60580,12800,12800.0,12.12,36,credit_card,10.10%,NC,MORTGAGE,5000.0,692.0,9.0,33085.0,0.0,10+ years
68850,3000,2975.0,7.9,36,major_purchase,17.58%,LA,RENT,3458.33,722.0,8.0,2999.0,0.0,1 year
72217,25000,25000.0,13.11,36,debt_consolidation,18.36%,FL,MORTGAGE,14166.67,707.0,21.0,96169.0,0.0,10+ years
55800,18000,18000.0,12.12,36,credit_card,22.34%,MA,RENT,4583.33,702.0,13.0,17868.0,0.0,10+ years
86233,9750,9750.0,15.31,36,debt_consolidation,14.13%,MT,OWN,2518.67,667.0,7.0,13209.0,0.0,10+ years
39482,5000,5000.0,12.42,36,debt_consolidation,23.84%,SC,RENT,2500.0,697.0,8.0,7980.0,2.0,2 years
45494,4000,4000.0,13.11,36,car,22.15%,CO,RENT,2000.0,687.0,16.0,1625.0,3.0,< 1 year
46604,1200,1200.0,7.9,36,debt_consolidation,6.92%,CT,RENT,1300.0,712.0,8.0,1775.0,0.0,n/a
96371,12000,12000.0,17.27,36,debt_consolidation,20.07%,CA,RENT,5416.67,662.0,7.0,3747.0,0.0,< 1 year
34831,5000,5000.0,16.29,36,credit_card,9.79%,FL,OWN,1733.33,667.0,11.0,4366.0,3.0,< 1 year
54689,21700,21700.0,7.9,36,debt_consolidation,5.43%,CA,MORTGAGE,15000.0,782.0,5.0,128707.0,0.0,2 years
73287,21850,21850.0,16.29,60,debt_consolidation,32.13%,GA,MORTGAGE,4628.0,717.0,17.0,32103.0,1.0,10+ years
10206,12000,12000.0,11.36,36,home_improvement,14.57%,MA,MORTGAGE,5833.33,707.0,7.0,2701.0,0.0,9 years
95580,7000,7000.0,18.49,36,other,16.15%,FL,MORTGAGE,4166.67,677.0,7.0,4167.0,0.0,10+ years
101205,32000,32000.0,23.76,60,moving,8.14%,NC,MORTGAGE,16666.67,702.0,5.0,50330.0,2.0,8 years
35682,13000,13000.0,14.27,60,debt_consolidation,18.08%,WA,RENT,3302.0,722.0,5.0,15076.0,3.0,4 years
43071,12000,12000.0,12.42,36,credit_card,13.99%,AZ,MORTGAGE,2916.67,682.0,10.0,13576.0,0.0,5 years
41739,25475,25375.0,19.03,60,debt_consolidation,21.98%,FL,RENT,5000.67,682.0,17.0,24081.0,1.0,< 1 year
72931,10000,10000.0,11.14,36,credit_card,25.80%,CA,RENT,2833.33,702.0,8.0,6521.0,0.0,7 years
45317,5000,5000.0,12.12,36,other,24.74%,TX,MORTGAGE,8416.67,697.0,20.0,58836.0,1.0,< 1 year
12277,10000,9725.0,7.51,36,debt_consolidation,18.72%,MA,MORTGAGE,4300.0,762.0,15.0,24413.0,1.0,10+ years
79495,4000,4000.0,14.33,36,debt_consolidation,25.86%,OH,MORTGAGE,3333.33,677.0,12.0,19443.0,1.0,9 years
11875,8000,8000.0,10.38,36,debt_consolidation,1.82%,CA,RENT,2800.0,722.0,5.0,2186.0,0.0,3 years
33968,35000,35000.0,10.65,36,debt_consolidation,8.96%,MD,MORTGAGE,18750.0,737.0,13.0,18528.0,3.0,6 years
735,9000,7650.0,11.03,36,credit_card,12.72%,MI,MORTGAGE,5666.67,687.0,22.0,36164.0,1.0,8 years
43702,9000,9000.0,6.03,36,debt_consolidation,5.87%,NY,MORTGAGE,8333.33,777.0,9.0,1717.0,0.0,1 year
99006,24000,24000.0,17.27,60,debt_consolidation,20.55%,GA,OWN,6250.0,677.0,10.0,17780.0,0.0,7 years
84307,18000,18000.0,13.11,60,debt_consolidation,17%,CT,RENT,7083.33,752.0,8.0,2234.0,2.0,6 years
21504,4000,4000.0,13.8,60,major_purchase,13.26%,FL,OWN,3500.0,697.0,5.0,8518.0,1.0,3 years
96798,15000,15000.0,6.62,36,debt_consolidation,3.23%,NJ,MORTGAGE,6250.0,757.0,8.0,13131.0,0.0,n/a
83586,6075,6075.0,17.27,36,debt_consolidation,20.25%,NY,OWN,2666.67,662.0,15.0,7515.0,2.0,< 1 year
30986,13800,13800.0,17.49,60,medical,1.68%,NY,RENT,4166.67,712.0,3.0,2766.0,0.0,8 years
37090,10000,10000.0,18.64,60,debt_consolidation,12.19%,CA,RENT,6800.0,702.0,24.0,8311.0,1.0,4 years
103512,8000,7725.0,10.99,36,credit_card,13.40%,FL,MORTGAGE,7000.0,737.0,3.0,175087.0,1.0,10+ years
57472,15000,15000.0,17.27,36,debt_consolidation,33.30%,WY,RENT,3000.0,672.0,20.0,15092.0,0.0,10+ years
90568,4800,4800.0,6.62,36,car,10.42%,TX,MORTGAGE,7291.67,817.0,14.0,0.0,0.0,< 1 year
17240,24250,17431.82,12.23,60,credit_card,23.79%,OH,MORTGAGE,5833.33,732.0,6.0,31061.0,2.0,10+ years
15315,7000,6975.0,6.91,36,vacation,21.23%,CA,RENT,3000.0,717.0,12.0,10784.0,1.0,5 years
60875,10500,10500.0,12.12,36,major_purchase,5.42%,NY,RENT,5000.0,702.0,4.0,502.0,0.0,2 years
74855,25000,24950.0,21.49,60,debt_consolidation,23.79%,NV,MORTGAGE,5666.67,692.0,8.0,27699.0,1.0,8 years
61143,21000,21000.0,14.33,60,debt_consolidation,6.16%,OH,MORTGAGE,8333.33,717.0,10.0,22196.0,0.0,10+ years
103140,14400,14400.0,14.26,36,debt_consolidation,24.41%,PA,MORTGAGE,5833.33,687.0,9.0,25515.0,5.0,8 years
49664,9600,9600.0,10.74,36,debt_consolidation,8.62%,MA,RENT,3458.33,722.0,4.0,8915.0,0.0,10+ years
17864,12000,12000.0,8.88,60,credit_card,19.38%,MT,MORTGAGE,4000.0,797.0,7.0,143151.0,0.0,4 years
14831,10000,10000.0,11.86,36,major_purchase,11.15%,GA,OWN,13333.0,707.0,12.0,36672.0,2.0,1 year
35303,4000,4000.0,14.65,36,moving,22.38%,CA,RENT,4000.0,667.0,10.0,18833.0,2.0,< 1 year
94468,20000,20000.0,21.49,36,debt_consolidation,19.10%,FL,RENT,6000.0,667.0,7.0,21202.0,2.0,10+ years
100313,31300,31300.0,22.95,60,debt_consolidation,34.06%,MD,OWN,5833.33,667.0,11.0,25344.0,0.0,5 years
74445,6900,6900.0,7.9,36,home_improvement,14.18%,MI,OWN,2750.0,712.0,14.0,4087.0,0.0,6 years
23377,30000,17982.94,17.88,60,wedding,24.36%,NY,RENT,5632.33,692.0,10.0,24217.0,0.0,5 years
32593,2000,2000.0,12.42,36,wedding,1.99%,NY,RENT,2518.75,677.0,5.0,985.0,0.0,7 years
41282,12000,12000.0,7.9,36,credit_card,13.18%,NJ,OWN,5833.33,727.0,8.0,9866.0,0.0,4 years
22718,3300,3300.0,10.37,36,small_business,5.47%,AL,RENT,3125.0,692.0,8.0,2623.0,0.0,7 years
86599,25000,25000.0,14.33,36,credit_card,14.92%,CA,MORTGAGE,10000.0,697.0,16.0,46708.0,0.0,10+ years
10917,6000,5950.0,10.38,36,debt_consolidation,6.61%,GA,RENT,2300.0,722.0,5.0,4006.0,1.0,2 years
101429,3250,3250.0,21.0,36,small_business,31.84%,OR,RENT,2858.33,692.0,5.0,17662.0,0.0,6 years
16221,16500,16175.0,12.23,60,home_improvement,6.41%,MA,MORTGAGE,5833.33,717.0,8.0,30455.0,2.0,< 1 year
79704,31000,31000.0,21.0,60,debt_consolidation,11.48%,NY,RENT,5833.33,707.0,12.0,27120.0,0.0,< 1 year
94981,4000,4000.0,14.33,36,debt_consolidation,2.95%,KS,MORTGAGE,2916.67,752.0,2.0,2476.0,0.0,10+ years
30378,6000,6000.0,17.49,36,moving,1.58%,MD,RENT,4416.67,667.0,3.0,2426.0,2.0,8 years
101294,7500,7500.0,6.62,36,debt_consolidation,13.13%,PA,MORTGAGE,9583.33,712.0,20.0,22464.0,0.0,4 years
30341,12000,11975.0,8.49,36,debt_consolidation,8.36%,CA,RENT,4500.0,747.0,12.0,8422.0,0.0,10+ years
99706,20000,20000.0,18.49,36,debt_consolidation,21.80%,CA,RENT,6666.67,687.0,20.0,22990.0,6.0,10+ years
80944,24000,24000.0,22.47,60,debt_consolidation,30.97%,VA,MORTGAGE,10104.17,677.0,14.0,37686.0,0.0,10+ years
54289,7500,7500.0,19.99,36,debt_consolidation,19.06%,CA,RENT,3348.0,662.0,8.0,5322.0,0.0,10+ years
101647,6250,900.0,17.54,36,debt_consolidation,19.85%,IN,RENT,2916.67,657.0,17.0,17659.0,9.0,< 1 year
21203,5000,4900.0,6.92,36,home_improvement,10.59%,TX,MORTGAGE,7083.33,757.0,9.0,0.0,3.0,1 year
18933,10000,10000.0,10.74,36,small_business,22.74%,NY,MORTGAGE,5416.67,712.0,4.0,20143.0,1.0,10+ years
17315,12000,11341.5,6.91,36,debt_consolidation,17.92%,WA,RENT,5200.0,712.0,16.0,8182.0,0.0,< 1 year
2987,7000,6775.0,9.32,36,debt_consolidation,8.34%,CA,RENT,5000.0,747.0,6.0,3337.0,1.0,< 1 year
28478,4000,4000.0,7.49,36,car,0.52%,CA,RENT,5416.67,757.0,4.0,929.0,0.0,1 year
66430,7800,7800.0,13.11,36,credit_card,15.56%,FL,MORTGAGE,5000.0,682.0,8.0,12889.0,0.0,5 years
40357,15000,15000.0,15.27,36,debt_consolidation,15.58%,WV,RENT,6666.67,682.0,11.0,23226.0,1.0,2 years
68833,14125,14125.0,18.49,36,debt_consolidation,8.10%,NY,RENT,3000.0,672.0,6.0,8992.0,1.0,10+ years
23553,8000,8000.0,5.42,36,credit_card,4.47%,CA,OWN,3936.0,782.0,7.0,5235.0,0.0,10+ years
29165,4325,4325.0,7.49,36,credit_card,5.47%,FL,MORTGAGE,3691.67,717.0,9.0,5074.0,0.0,10+ years
40616,15000,15000.0,13.49,36,car,9.73%,VA,RENT,3000.0,707.0,9.0,7005.0,1.0,4 years
63687,12000,12000.0,10.16,36,debt_consolidation,28.01%,NY,RENT,2916.67,712.0,8.0,6913.0,0.0,3 years
41195,6575,6575.0,8.9,36,debt_consolidation,4.39%,FL,MORTGAGE,7500.0,712.0,5.0,6670.0,0.0,8 years
78765,9000,9000.0,10.16,36,debt_consolidation,13.76%,CA,RENT,5166.67,712.0,10.0,6490.0,0.0,10+ years
15631,4500,4500.0,8.88,36,credit_card,7.07%,OR,MORTGAGE,5250.0,712.0,10.0,9356.0,2.0,9 years
9367,20000,19875.0,10.25,36,credit_card,13.38%,FL,MORTGAGE,10000.0,752.0,14.0,25668.0,1.0,8 years
9658,1950,1950.0,13.11,36,other,15.08%,CA,RENT,2600.0,682.0,6.0,4100.0,1.0,3 years
41411,35000,35000.0,16.29,36,debt_consolidation,17.17%,NY,MORTGAGE,39583.33,707.0,14.0,55965.0,2.0,10+ years
92344,8000,8000.0,14.09,36,credit_card,16.22%,OK,RENT,4166.67,677.0,12.0,16838.0,0.0,5 years
25040,15000,15000.0,10.59,36,medical,7.55%,CA,RENT,8750.0,742.0,6.0,6056.0,1.0,9 years
20709,5650,5650.0,7.66,36,debt_consolidation,16.49%,GA,MORTGAGE,5100.0,702.0,6.0,9863.0,0.0,1 year
89473,6800,6800.0,15.8,36,debt_consolidation,15.43%,NC,RENT,2708.33,682.0,5.0,2964.0,0.0,1 year
97353,3000,3000.0,19.05,36,other,28.74%,CA,MORTGAGE,7116.25,662.0,7.0,7416.0,0.0,10+ years
76770,5675,5675.0,11.14,36,debt_consolidation,29.40%,CA,RENT,2333.33,707.0,6.0,9687.0,1.0,5 years
11185,12000,12000.0,17.93,60,debt_consolidation,0.72%,KY,MORTGAGE,6500.0,672.0,4.0,1549.0,1.0,10+ years
91147,11100,11100.0,15.31,36,debt_consolidation,12.03%,WA,MORTGAGE,2666.67,682.0,12.0,8990.0,0.0,10+ years
77149,16000,16000.0,19.05,60,debt_consolidation,17.82%,NY,RENT,6666.67,692.0,16.0,11232.0,2.0,5 years
29794,4800,4800.0,10.59,36,debt_consolidation,20.21%,IL,RENT,2666.67,712.0,5.0,3831.0,1.0,6 years
68987,6200,6200.0,15.31,36,credit_card,20.52%,CA,RENT,1940.0,667.0,5.0,16850.0,0.0,n/a
68857,6000,6000.0,10.16,36,credit_card,15.88%,CA,OWN,5166.67,712.0,13.0,8862.0,3.0,7 years
17655,2250,2250.0,10.36,36,car,17.97%,GA,OWN,5833.33,682.0,12.0,14637.0,0.0,2 years
11779,24000,14860.05,13.61,60,debt_consolidation,10.77%,OH,MORTGAGE,7750.0,717.0,11.0,2594.0,2.0,5 years
60117,10000,10000.0,12.12,36,debt_consolidation,5.84%,PA,RENT,4333.33,697.0,6.0,4665.0,0.0,1 year
101061,10000,10000.0,14.09,36,debt_consolidation,17.15%,AZ,MORTGAGE,10416.67,672.0,12.0,12492.0,4.0,10+ years
95951,12000,12000.0,13.11,36,credit_card,6.10%,IL,MORTGAGE,4833.33,667.0,9.0,12025.0,0.0,9 years
99334,12000,12000.0,13.11,36,debt_consolidation,18.32%,NC,RENT,3916.67,692.0,14.0,12134.0,0.0,8 years
3079,20800,13796.59,12.21,36,credit_card,16.94%,TX,MORTGAGE,5833.33,752.0,11.0,14337.0,0.0,10+ years
33181,8000,8000.0,12.69,36,debt_consolidation,17.10%,SC,MORTGAGE,7083.0,697.0,11.0,9345.0,3.0,4 years
77578,10000,10000.0,10.16,36,debt_consolidation,11.98%,CA,RENT,4166.67,707.0,9.0,10979.0,0.0,4 years
34744,6000,6000.0,14.27,36,debt_consolidation,7.64%,IL,MORTGAGE,5184.75,677.0,8.0,14422.0,0.0,2 years
81395,4500,4500.0,12.12,36,debt_consolidation,14.32%,AZ,RENT,1250.0,677.0,8.0,6265.0,0.0,5 years
27061,3600,3600.0,7.49,36,medical,15.72%,TX,RENT,2500.0,742.0,8.0,650.0,0.0,< 1 year
70210,11200,11200.0,15.8,36,debt_consolidation,12.15%,FL,RENT,2666.67,677.0,9.0,5666.0,1.0,10+ years
10441,4000,3925.0,11.49,36,other,13.98%,VA,MORTGAGE,4700.0,697.0,7.0,19310.0,3.0,n/a
24517,6000,6000.0,13.49,60,debt_consolidation,14.34%,KY,RENT,3458.0,692.0,6.0,2072.0,0.0,10+ years
76286,17000,17000.0,13.11,36,debt_consolidation,15.33%,CO,MORTGAGE,10666.67,722.0,18.0,26539.0,1.0,10+ years
94792,8000,8000.0,13.11,36,debt_consolidation,6.74%,UT,MORTGAGE,4583.33,667.0,13.0,9085.0,1.0,10+ years
4921,2800,2800.0,7.4,36,educational,7.96%,MD,MORTGAGE,4158.0,807.0,12.0,562.0,0.0,8 years
56382,12375,12375.0,6.03,36,debt_consolidation,19.24%,PA,MORTGAGE,6750.0,792.0,11.0,8135.0,0.0,1 year
96461,18825,18825.0,17.27,60,credit_card,33.15%,MI,MORTGAGE,3583.33,692.0,12.0,13426.0,0.0,8 years
82091,9600,9600.0,11.14,36,debt_consolidation,23.62%,CO,MORTGAGE,4389.92,717.0,10.0,2195.0,1.0,8 years
72589,14400,14400.0,13.11,36,credit_card,10.75%,CA,RENT,5000.0,682.0,13.0,19772.0,0.0,8 years
14073,6000,6000.0,17.56,60,vacation,14.88%,NJ,OWN,4416.67,662.0,9.0,28349.0,3.0,10+ years
48356,9000,9000.0,6.03,36,major_purchase,9.29%,NY,MORTGAGE,14166.67,772.0,13.0,40909.0,0.0,4 years
14728,20000,19850.0,11.86,60,wedding,15.94%,NJ,RENT,4166.67,737.0,11.0,3202.0,0.0,3 years
20698,15000,15000.0,13.06,36,house,22.69%,FL,MORTGAGE,3750.0,687.0,12.0,21016.0,0.0,10+ years
94912,20000,20000.0,11.14,60,debt_consolidation,23.27%,WA,MORTGAGE,9166.67,737.0,24.0,53494.0,2.0,10+ years
25018,13750,13750.0,19.69,60,medical,22.01%,FL,MORTGAGE,2916.67,667.0,7.0,4690.0,2.0,2 years
103622,6000,6000.0,17.19,60,home_improvement,17.80%,VA,MORTGAGE,13625.0,677.0,10.0,26688.0,4.0,10+ years
49201,20000,20000.0,7.9,36,debt_consolidation,10.32%,AR,MORTGAGE,10400.0,737.0,14.0,15626.0,0.0,2 years
25680,12800,12800.0,11.49,60,home_improvement,20.04%,NC,MORTGAGE,3333.33,722.0,13.0,24723.0,0.0,5 years
71671,6000,6000.0,6.03,36,debt_consolidation,7.77%,NY,MORTGAGE,3666.67,782.0,19.0,6275.0,1.0,4 years
39314,12000,12000.0,7.51,36,debt_consolidation,13.30%,CA,RENT,7166.67,737.0,16.0,13715.0,1.0,4 years
96016,12500,12500.0,13.11,36,credit_card,27.76%,PA,RENT,3416.67,692.0,12.0,14174.0,0.0,6 years
37380,5000,5000.0,17.58,36,other,5.33%,AZ,RENT,1800.0,667.0,2.0,1749.0,0.0,< 1 year
72539,4950,4950.0,14.33,36,debt_consolidation,8.95%,FL,OWN,2916.67,677.0,11.0,7931.0,2.0,6 years
63746,30000,30000.0,13.11,60,other,16.32%,CA,RENT,20416.67,757.0,6.0,0.0,0.0,2 years
90871,10000,10000.0,12.12,36,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,672.0,13.0,19263.0,1.0,8 years
46022,6000,6000.0,14.65,36,debt_consolidation,11.89%,TX,MORTGAGE,14333.33,672.0,11.0,31640.0,1.0,10+ years
46841,24000,24000.0,7.9,36,debt_consolidation,20.87%,TX,MORTGAGE,10166.67,752.0,15.0,29523.0,1.0,2 years
