Pais,Anho,NPatente,NCitas,Rango
FR,1991,5039830,2,43
FR,1991,5039856,2,43
FR,1991,5040181,2,43
FR,1991,5041202,2,43
FR,1991,4986787,2,43
FR,1991,4986953,2,43
FR,1991,4987020,2,43
FR,1991,4987336,2,43
FR,1991,4987423,2,43
FR,1991,4987629,2,43
FR,1991,4987726,2,43
FR,1991,4987828,2,43
FR,1991,4987970,2,43
FR,1991,4988259,2,43
FR,1991,4988882,2,43
FR,1991,4988948,2,43
FR,1991,4989193,2,43
FR,1991,4989315,2,43
FR,1991,4989679,2,43
FR,1991,4989763,2,43
FR,1991,4989875,2,43
FR,1991,4990015,2,43
FR,1991,4990515,2,43
FR,1991,4990769,2,43
FR,1991,4990865,2,43
FR,1991,4990866,2,43
FR,1991,4990879,2,43
FR,1991,4991072,2,43
FR,1991,4991151,2,43
FR,1991,4991328,2,43
FR,1991,4991399,2,43
FR,1991,4991490,2,43
FR,1991,4991818,2,43
FR,1991,4992178,2,43
FR,1991,4992242,2,43
FR,1991,4992364,2,43
FR,1991,4992795,2,43
FR,1991,4992967,2,43
FR,1991,4993094,2,43
FR,1991,4993327,2,43
FR,1991,4993342,2,43
FR,1991,4993556,2,43
FR,1991,4993638,2,43
FR,1991,4993728,2,43
FR,1991,4993741,2,43
FR,1991,4993769,2,43
FR,1991,4993843,2,43
FR,1991,4994000,2,43
FR,1991,4994114,2,43
FR,1991,4994203,2,43
FR,1991,4994536,2,43
FR,1991,4994997,2,43
FR,1991,4995097,2,43
FR,1991,4995113,2,43
FR,1991,4995325,2,43
FR,1991,4995407,2,43
FR,1991,4995574,2,43
FR,1991,4995600,2,43
FR,1991,4995673,2,43
FR,1991,4995920,2,43
FR,1991,4996399,2,43
FR,1991,4996769,2,43
FR,1991,4996950,2,43
FR,1991,4997414,2,43
FR,1991,4997417,2,43
FR,1991,4997542,2,43
FR,1991,4997846,2,43
FR,1991,4997905,2,43
FR,1991,4997978,2,43
FR,1991,4998084,2,43
FR,1991,4998480,2,43
FR,1991,4998510,2,43
FR,1991,4999107,2,43
FR,1991,4999176,2,43
FR,1991,4999372,2,43
FR,1991,4999474,2,43
FR,1991,4999537,2,43
FR,1991,4999590,2,43
FR,1991,5000292,2,43
FR,1991,5000305,2,43
FR,1991,5000408,2,43
FR,1991,5000793,2,43
FR,1991,5000961,2,43
FR,1991,5001618,2,43
FR,1991,5001871,2,43
FR,1991,5002136,2,43
FR,1991,5002411,2,43
FR,1991,5002721,2,43
FR,1991,5002767,2,43
FR,1991,5002828,2,43
FR,1991,5003114,2,43
FR,1991,5003566,2,43
FR,1991,5003924,2,43
FR,1991,5004156,2,43
FR,1991,5004527,2,43
FR,1991,5005769,2,43
FR,1991,5005854,2,43
FR,1991,5005947,2,43
FR,1991,5006065,2,43
FR,1991,5006430,2,43
FR,1991,5006663,2,43
FR,1991,5006698,2,43
FR,1991,5007062,2,43
FR,1991,5008000,2,43
FR,1991,5008365,2,43
FR,1991,5008828,2,43
FR,1991,5009018,2,43
FR,1991,5009115,2,43
FR,1991,5009544,2,43
FR,1991,5009846,2,43
FR,1991,5009852,2,43
FR,1991,5009918,2,43
FR,1991,5010257,2,43
FR,1991,5010288,2,43
FR,1991,5010993,2,43
FR,1991,5011030,2,43
FR,1991,5011193,2,43
FR,1991,5011585,2,43
FR,1991,5011863,2,43
FR,1991,5012640,2,43
FR,1991,5012998,2,43
FR,1991,5013054,2,43
FR,1991,5013322,2,43
FR,1991,5013426,2,43
FR,1991,5014050,2,43
FR,1991,5014065,2,43
FR,1991,5014440,2,43
FR,1991,5014492,2,43
FR,1991,5014500,2,43
FR,1991,5014753,2,43
FR,1991,5014764,2,43
FR,1991,5014766,2,43
FR,1991,5014822,2,43
FR,1991,5014830,2,43
FR,1991,5014911,2,43
FR,1991,5014935,2,43
FR,1991,5015060,2,43
FR,1991,5015607,2,43
FR,1991,5015920,2,43
FR,1991,5015962,2,43
FR,1991,5016235,2,43
FR,1991,5016278,2,43
FR,1991,5016458,2,43
FR,1991,5016839,2,43
FR,1991,5017017,2,43
FR,1991,5017613,2,43
FR,1991,5017887,2,43
FR,1991,5019444,2,43
FR,1991,5019469,2,43
FR,1991,5019576,2,43
FR,1991,5019644,2,43
FR,1991,5019857,2,43
FR,1991,5020061,2,43
FR,1991,5020297,2,43
FR,1991,5020730,2,43
FR,1991,5020821,2,43
FR,1991,5021344,2,43
FR,1991,5021371,2,43
FR,1991,5021443,2,43
FR,1991,5021708,2,43
FR,1991,5022060,2,43
FR,1991,5022075,2,43
FR,1991,5022187,2,43
FR,1991,5022191,2,43
FR,1991,5022663,2,43
FR,1991,5022794,2,43
FR,1991,5022862,2,43
FR,1991,5023270,2,43
FR,1991,5023471,2,43
FR,1991,5059569,2,43
FR,1991,5059599,2,43
FR,1991,5059797,2,43
FR,1991,5060117,2,43
FR,1991,5060546,2,43
FR,1991,5060570,2,43
FR,1991,5060576,2,43
FR,1991,5060578,2,43
FR,1991,5060800,2,43
FR,1991,5060801,2,43
FR,1991,5061118,2,43
FR,1991,5062317,2,43
FR,1991,5062347,2,43
FR,1991,5062478,2,43
FR,1991,5062597,2,43
FR,1991,5062604,2,43
FR,1991,5062821,2,43
FR,1991,5062961,2,43
FR,1991,5063046,2,43
FR,1991,5063052,2,43
FR,1991,5063064,2,43
FR,1991,5063203,2,43
FR,1991,5063336,2,43
FR,1991,5063363,2,43
FR,1991,5063472,2,43
FR,1991,5063482,2,43
FR,1991,5063693,2,43
FR,1991,5063891,2,43
FR,1991,5064641,2,43
FR,1991,5064764,2,43
FR,1991,5065072,2,43
FR,1991,5065105,2,43
FR,1991,5065349,2,43
FR,1991,5065419,2,43
FR,1991,5066548,2,43
FR,1991,5066734,2,43
FR,1991,5066880,2,43
FR,1991,5067336,2,43
FR,1991,5067392,2,43
FR,1991,5067546,2,43
FR,1991,5067636,2,43
FR,1991,5067672,2,43
FR,1991,5068598,2,43
FR,1991,5068630,2,43
FR,1991,5069139,2,43
FR,1991,5069366,2,43
FR,1991,5069861,2,43
FR,1991,5069877,2,43
FR,1991,5069976,2,43
FR,1991,5070054,2,43
FR,1991,5070334,2,43
FR,1991,5070573,2,43
FR,1991,5070911,2,43
FR,1991,5071082,2,43
FR,1991,5071364,2,43
FR,1991,5071379,2,43
FR,1991,5071679,2,43
FR,1991,5071716,2,43
FR,1991,5071882,2,43
FR,1991,5072180,2,43
FR,1991,5072192,2,43
FR,1991,5072194,2,43
FR,1991,5072196,2,43
FR,1991,5072385,2,43
FR,1991,5072472,2,43
FR,1991,5072495,2,43
FR,1991,5073267,2,43
FR,1991,5074104,2,43
FR,1991,5074122,2,43
FR,1991,5074133,2,43
FR,1991,5074284,2,43
FR,1991,5074345,2,43
FR,1991,5074843,2,43
FR,1991,5075231,2,43
FR,1991,5075325,2,43
FR,1991,5075405,2,43
FR,1991,5075410,2,43
FR,1991,5075625,2,43
FR,1991,5075635,2,43
FR,1991,5075983,2,43
FR,1991,5076400,2,43
FR,1991,5076681,2,43
FR,1991,5076853,2,43
FR,1991,5077031,2,43
FR,1991,5077408,2,43
FR,1991,5077522,2,43
FR,1991,5077653,2,43
FR,1991,4980983,2,43
FR,1991,4981215,2,43
FR,1991,4981287,2,43
FR,1991,4981494,2,43
FR,1991,4982046,2,43
FR,1991,4982106,2,43
FR,1991,4982136,2,43
FR,1991,4982381,2,43
FR,1991,4982452,2,43
FR,1991,4982529,2,43
FR,1991,4982550,2,43
FR,1991,4983005,2,43
FR,1991,4983199,2,43
FR,1991,4983559,2,43
FR,1991,4983563,2,43
FR,1991,4983831,2,43
FR,1991,4983840,2,43
FR,1991,4983968,2,43
FR,1991,4984598,2,43
FR,1991,4984928,2,43
FR,1991,4985406,2,43
FR,1991,4985619,2,43
FR,1991,4985633,2,43
FR,1991,4985659,2,43
FR,1991,4986363,2,43
FR,1991,4986542,2,43
FR,1991,4986568,2,43
FR,1991,5041890,1,44
FR,1991,5042747,1,44
FR,1991,5042755,1,44
FR,1991,5042783,1,44
FR,1991,5042931,1,44
FR,1991,5043014,1,44
FR,1991,5043045,1,44
FR,1991,5043074,1,44
FR,1991,5043289,1,44
FR,1991,5043465,1,44
FR,1991,5043710,1,44
FR,1991,5044370,1,44
FR,1991,5044514,1,44
FR,1991,5044655,1,44
FR,1991,5044969,1,44
FR,1991,5044977,1,44
FR,1991,5044989,1,44
FR,1991,5045203,1,44
FR,1991,5045221,1,44
FR,1991,5045462,1,44
FR,1991,5045533,1,44
FR,1991,5045803,1,44
FR,1991,5045846,1,44
FR,1991,5046091,1,44
FR,1991,5046412,1,44
FR,1991,5046814,1,44
FR,1991,5046936,1,44
FR,1991,5047452,1,44
FR,1991,5047634,1,44
FR,1991,5047642,1,44
FR,1991,5048061,1,44
FR,1991,5048245,1,44
FR,1991,5048706,1,44
FR,1991,5048855,1,44
FR,1991,5049042,1,44
FR,1991,5049111,1,44
FR,1991,5049279,1,44
FR,1991,5049529,1,44
FR,1991,5049574,1,44
FR,1991,5050129,1,44
FR,1991,5050143,1,44
FR,1991,5050200,1,44
FR,1991,5050409,1,44
FR,1991,5050449,1,44
FR,1991,5051281,1,44
FR,1991,5051306,1,44
FR,1991,5052063,1,44
FR,1991,5052176,1,44
FR,1991,5052371,1,44
FR,1991,5052639,1,44
FR,1991,5052709,1,44
FR,1991,5052748,1,44
FR,1991,5053101,1,44
FR,1991,5053269,1,44
FR,1991,5053378,1,44
FR,1991,5053708,1,44
FR,1991,5053915,1,44
FR,1991,5054037,1,44
FR,1991,5054042,1,44
FR,1991,5054044,1,44
FR,1991,5054080,1,44
FR,1991,5054087,1,44
FR,1991,5054348,1,44
FR,1991,5054349,1,44
FR,1991,5054381,1,44
FR,1991,5054557,1,44
FR,1991,5054649,1,44
FR,1991,5054749,1,44
FR,1991,5055452,1,44
FR,1991,5055592,1,44
FR,1991,5055857,1,44
FR,1991,5056628,1,44
FR,1991,5056633,1,44
FR,1991,5056959,1,44
FR,1991,5057021,1,44
FR,1991,5057069,1,44
FR,1991,5057256,1,44
FR,1991,5057270,1,44
FR,1991,5057633,1,44
FR,1991,5057655,1,44
FR,1991,5058078,1,44
FR,1991,5058379,1,44
FR,1991,5058658,1,44
FR,1991,5058972,1,44
FR,1991,5059073,1,44
FR,1991,5059251,1,44
FR,1991,5059382,1,44
FR,1991,5059411,1,44
FR,1991,5023763,1,44
FR,1991,5023821,1,44
FR,1991,5023867,1,44
FR,1991,5024399,1,44
FR,1991,5024467,1,44
FR,1991,5024502,1,44
FR,1991,5024581,1,44
FR,1991,5024604,1,44
FR,1991,5024645,1,44
FR,1991,5024878,1,44
FR,1991,5024886,1,44
FR,1991,5025053,1,44
FR,1991,5025241,1,44
FR,1991,5025717,1,44
FR,1991,5025718,1,44
FR,1991,5025942,1,44
FR,1991,5026401,1,44
FR,1991,5026846,1,44
FR,1991,5026900,1,44
FR,1991,5027060,1,44
FR,1991,5027648,1,44
FR,1991,5027883,1,44
FR,1991,5027932,1,44
FR,1991,5028035,1,44
FR,1991,5028094,1,44
FR,1991,5028133,1,44
FR,1991,5028221,1,44
FR,1991,5028380,1,44
FR,1991,5028381,1,44
FR,1991,5028466,1,44
FR,1991,5028605,1,44
FR,1991,5028669,1,44
FR,1991,5028865,1,44
FR,1991,5029201,1,44
FR,1991,5029777,1,44
FR,1991,5030059,1,44
FR,1991,5030168,1,44
FR,1991,5030278,1,44
FR,1991,5030430,1,44
FR,1991,5030480,1,44
FR,1991,5030655,1,44
FR,1991,5030718,1,44
FR,1991,5031006,1,44
FR,1991,5031200,1,44
FR,1991,5031201,1,44
FR,1991,5031393,1,44
FR,1991,5031504,1,44
FR,1991,5031548,1,44
FR,1991,5031567,1,44
FR,1991,5031667,1,44
FR,1991,5031824,1,44
FR,1991,5031844,1,44
FR,1991,5032066,1,44
FR,1991,5032137,1,44
FR,1991,5032201,1,44
FR,1991,5032382,1,44
FR,1991,5032397,1,44
FR,1991,5032665,1,44
FR,1991,5033585,1,44
FR,1991,5033712,1,44
FR,1991,5033840,1,44
FR,1991,5034108,1,44
FR,1991,5034117,1,44
FR,1991,5034471,1,44
FR,1991,5034500,1,44
FR,1991,5034533,1,44
FR,1991,5034583,1,44
FR,1991,5034696,1,44
FR,1991,5035120,1,44
FR,1991,5035250,1,44
FR,1991,5035520,1,44
FR,1991,5035556,1,44
FR,1991,5035623,1,44
FR,1991,5035867,1,44
FR,1991,5036077,1,44
FR,1991,5036111,1,44
FR,1991,5036148,1,44
FR,1991,5036156,1,44
FR,1991,5036205,1,44
FR,1991,5036661,1,44
FR,1991,5036762,1,44
FR,1991,5036932,1,44
FR,1991,5036990,1,44
FR,1991,5037219,1,44
FR,1991,5037230,1,44
FR,1991,5037441,1,44
FR,1991,5037550,1,44
FR,1991,5037923,1,44
FR,1991,5038072,1,44
FR,1991,5038179,1,44
FR,1991,5038355,1,44
FR,1991,5038471,1,44
FR,1991,5038604,1,44
FR,1991,5038617,1,44
FR,1991,5038916,1,44
FR,1991,5039179,1,44
FR,1991,5039286,1,44
FR,1991,5039353,1,44
FR,1991,5039355,1,44
FR,1991,5039395,1,44
FR,1991,5039438,1,44
FR,1991,5039498,1,44
FR,1991,5039793,1,44
FR,1991,5039948,1,44
FR,1991,5039958,1,44
FR,1991,5040310,1,44
FR,1991,5040333,1,44
FR,1991,5040642,1,44
FR,1991,5040814,1,44
FR,1991,5040822,1,44
FR,1991,5041135,1,44
FR,1991,5041143,1,44
FR,1991,5041231,1,44
FR,1991,5041639,1,44
FR,1991,4986863,1,44
FR,1991,4986954,1,44
FR,1991,4986978,1,44
FR,1991,4987245,1,44
FR,1991,4987297,1,44
FR,1991,4987525,1,44
FR,1991,4988041,1,44
FR,1991,4988219,1,44
FR,1991,4988401,1,44
FR,1991,4988475,1,44
FR,1991,4988539,1,44
FR,1991,4988626,1,44
FR,1991,4988683,1,44
FR,1991,4988727,1,44
FR,1991,4988816,1,44
FR,1991,4988861,1,44
FR,1991,4988910,1,44
FR,1991,4989164,1,44
FR,1991,4989428,1,44
FR,1991,4989566,1,44
FR,1991,4990069,1,44
FR,1991,4990217,1,44
FR,1991,4990277,1,44
FR,1991,4990441,1,44
FR,1991,4990566,1,44
FR,1991,4990608,1,44
FR,1991,4990754,1,44
FR,1991,4990816,1,44
FR,1991,4990897,1,44
FR,1991,4991152,1,44
FR,1991,4991194,1,44
FR,1991,4991401,1,44
FR,1991,4992196,1,44
FR,1991,4992227,1,44
FR,1991,4992287,1,44
FR,1991,4992569,1,44
FR,1991,4992586,1,44
FR,1991,4993317,1,44
FR,1991,4993322,1,44
FR,1991,4993549,1,44
FR,1991,4993575,1,44
FR,1991,4994182,1,44
FR,1991,4994263,1,44
FR,1991,4994470,1,44
FR,1991,4994509,1,44
FR,1991,4994583,1,44
FR,1991,4994677,1,44
FR,1991,4995244,1,44
FR,1991,4995305,1,44
FR,1991,4995542,1,44
FR,1991,4995643,1,44
FR,1991,4996285,1,44
FR,1991,4996376,1,44
FR,1991,4996398,1,44
FR,1991,4996588,1,44
FR,1991,4996824,1,44
FR,1991,4997136,1,44
FR,1991,4997475,1,44
FR,1991,4997620,1,44
FR,1991,4997910,1,44
FR,1991,4997917,1,44
FR,1991,4998116,1,44
FR,1991,4998251,1,44
FR,1991,4998366,1,44
FR,1991,4998746,1,44
FR,1991,4999133,1,44
FR,1991,4999137,1,44
FR,1991,4999180,1,44
FR,1991,4999193,1,44
FR,1991,4999224,1,44
FR,1991,4999503,1,44
FR,1991,4999548,1,44
FR,1991,4999616,1,44
FR,1991,4999696,1,44
FR,1991,4999711,1,44
FR,1991,4999859,1,44
FR,1991,5000029,1,44
FR,1991,5000251,1,44
FR,1991,5000655,1,44
FR,1991,5001129,1,44
FR,1991,5001202,1,44
FR,1991,5001231,1,44
FR,1991,5001844,1,44
FR,1991,5001964,1,44
FR,1991,5002161,1,44
FR,1991,5002393,1,44
FR,1991,5002419,1,44
FR,1991,5002472,1,44
FR,1991,5002598,1,44
FR,1991,5002722,1,44
FR,1991,5002822,1,44
FR,1991,5002927,1,44
FR,1991,5003109,1,44
FR,1991,5003302,1,44
FR,1991,5003313,1,44
FR,1991,5003582,1,44
FR,1991,5004184,1,44
FR,1991,5004187,1,44
FR,1991,5004729,1,44
FR,1991,5004732,1,44
FR,1991,5004733,1,44
FR,1991,5004789,1,44
FR,1991,5004926,1,44
FR,1991,5004952,1,44
FR,1991,5004990,1,44
FR,1991,5005207,1,44
FR,1991,5005301,1,44
FR,1991,5005422,1,44
FR,1991,5005471,1,44
FR,1991,5005609,1,44
FR,1991,5005756,1,44
FR,1991,5005782,1,44
FR,1991,5006177,1,44
FR,1991,5006196,1,44
FR,1991,5006229,1,44
FR,1991,5006257,1,44
FR,1991,5006260,1,44
FR,1991,5006318,1,44
FR,1991,5006332,1,44
FR,1991,5006602,1,44
FR,1991,5006802,1,44
FR,1991,5007113,1,44
FR,1991,5007725,1,44
FR,1991,5007736,1,44
FR,1991,5008092,1,44
FR,1991,5008434,1,44
FR,1991,5008544,1,44
FR,1991,5008585,1,44
FR,1991,5008643,1,44
FR,1991,5009030,1,44
FR,1991,5009107,1,44
FR,1991,5009124,1,44
FR,1991,5009365,1,44
FR,1991,5009734,1,44
FR,1991,5010186,1,44
FR,1991,5010234,1,44
FR,1991,5011179,1,44
FR,1991,5011196,1,44
FR,1991,5011317,1,44
FR,1991,5011339,1,44
FR,1991,5011368,1,44
FR,1991,5011373,1,44
FR,1991,5011397,1,44
FR,1991,5011671,1,44
FR,1991,5012321,1,44
FR,1991,5012565,1,44
FR,1991,5012731,1,44
FR,1991,5013177,1,44
FR,1991,5013197,1,44
FR,1991,5013281,1,44
FR,1991,5013368,1,44
FR,1991,5013503,1,44
FR,1991,5013521,1,44
FR,1991,5014033,1,44
FR,1991,5014270,1,44
FR,1991,5014337,1,44
FR,1991,5014380,1,44
FR,1991,5014390,1,44
FR,1991,5014454,1,44
FR,1991,5014501,1,44
FR,1991,5014847,1,44
FR,1991,5015198,1,44
FR,1991,5015279,1,44
FR,1991,5015297,1,44
FR,1991,5015435,1,44
FR,1991,5015792,1,44
FR,1991,5016478,1,44
FR,1991,5016745,1,44
FR,1991,5016836,1,44
FR,1991,5017161,1,44
FR,1991,5017296,1,44
FR,1991,5017418,1,44
FR,1991,5017433,1,44
FR,1991,5017569,1,44
FR,1991,5017640,1,44
FR,1991,5018043,1,44
FR,1991,5018091,1,44
FR,1991,5018306,1,44
FR,1991,5018392,1,44
FR,1991,5018433,1,44
FR,1991,5018904,1,44
FR,1991,5019018,1,44
FR,1991,5019510,1,44
FR,1991,5019558,1,44
FR,1991,5019655,1,44
FR,1991,5020034,1,44
FR,1991,5020080,1,44
FR,1991,5020126,1,44
FR,1991,5020226,1,44
FR,1991,5020359,1,44
FR,1991,5020493,1,44
FR,1991,5020521,1,44
FR,1991,5020824,1,44
FR,1991,5021083,1,44
FR,1991,5021112,1,44
FR,1991,5021175,1,44
FR,1991,5021262,1,44
FR,1991,5021350,1,44
FR,1991,5021417,1,44
FR,1991,5021420,1,44
FR,1991,5021601,1,44
FR,1991,5022217,1,44
FR,1991,5022484,1,44
FR,1991,5022532,1,44
FR,1991,5023176,1,44
FR,1991,5023370,1,44
FR,1991,5059570,1,44
FR,1991,5059694,1,44
FR,1991,5059817,1,44
FR,1991,5059882,1,44
FR,1991,5059928,1,44
FR,1991,5060232,1,44
FR,1991,5060375,1,44
FR,1991,5060549,1,44
FR,1991,5060700,1,44
FR,1991,5061152,1,44
FR,1991,5061382,1,44
FR,1991,5061433,1,44
FR,1991,5061493,1,44
FR,1991,5061623,1,44
FR,1991,5061713,1,44
FR,1991,5062072,1,44
FR,1991,5062543,1,44
FR,1991,5062699,1,44
FR,1991,5062910,1,44
FR,1991,5062977,1,44
FR,1991,5063330,1,44
FR,1991,5063726,1,44
FR,1991,5063771,1,44
FR,1991,5063991,1,44
FR,1991,5064152,1,44
FR,1991,5064513,1,44
FR,1991,5064861,1,44
FR,1991,5064902,1,44
FR,1991,5064934,1,44
FR,1991,5065131,1,44
FR,1991,5065316,1,44
FR,1991,5065563,1,44
FR,1991,5065633,1,44
FR,1991,5065770,1,44
FR,1991,5066058,1,44
FR,1991,5066204,1,44
FR,1991,5066341,1,44
FR,1991,5066827,1,44
FR,1991,5066839,1,44
FR,1991,5067352,1,44
FR,1991,5067358,1,44
FR,1991,5067638,1,44
FR,1991,5067741,1,44
FR,1991,5068214,1,44
FR,1991,5068244,1,44
FR,1991,5068393,1,44
FR,1991,5068483,1,44
FR,1991,5068655,1,44
FR,1991,5068875,1,44
FR,1991,5068946,1,44
FR,1991,5069368,1,44
FR,1991,5069738,1,44
FR,1991,5069827,1,44
FR,1991,5069862,1,44
FR,1991,5070009,1,44
FR,1991,5070516,1,44
FR,1991,5070731,1,44
FR,1991,5070780,1,44
FR,1991,5070790,1,44
FR,1991,5070796,1,44
FR,1991,5070804,1,44
FR,1991,5070949,1,44
FR,1991,5071023,1,44
FR,1991,5071043,1,44
FR,1991,5071055,1,44
FR,1991,5071475,1,44
FR,1991,5071574,1,44
FR,1991,5071576,1,44
FR,1991,5071640,1,44
FR,1991,5071827,1,44
FR,1991,5071935,1,44
FR,1991,5071956,1,44
FR,1991,5071959,1,44
FR,1991,5071985,1,44
FR,1991,5071991,1,44
FR,1991,5072083,1,44
FR,1991,5072672,1,44
FR,1991,5072673,1,44
FR,1991,5072772,1,44
FR,1991,5073182,1,44
FR,1991,5073350,1,44
FR,1991,5073361,1,44
FR,1991,5073367,1,44
FR,1991,5073679,1,44
FR,1991,5073704,1,44
FR,1991,5073902,1,44
FR,1991,5074016,1,44
FR,1991,5074024,1,44
FR,1991,5074091,1,44
FR,1991,5074191,1,44
FR,1991,5074363,1,44
FR,1991,5074492,1,44
FR,1991,5074762,1,44
FR,1991,5074948,1,44
FR,1991,5075070,1,44
FR,1991,5075076,1,44
FR,1991,5075121,1,44
FR,1991,5075331,1,44
FR,1991,5075468,1,44
FR,1991,5075505,1,44
FR,1991,5075825,1,44
FR,1991,5076041,1,44
FR,1991,5076073,1,44
FR,1991,5076513,1,44
FR,1991,5076664,1,44
FR,1991,5077203,1,44
FR,1991,5077627,1,44
FR,1991,4981504,1,44
FR,1991,4981618,1,44
FR,1991,4981733,1,44
FR,1991,4982062,1,44
FR,1991,4982182,1,44
FR,1991,4982681,1,44
FR,1991,4982931,1,44
FR,1991,4983028,1,44
FR,1991,4983076,1,44
FR,1991,4983220,1,44
FR,1991,4983300,1,44
FR,1991,4983350,1,44
FR,1991,4983570,1,44
FR,1991,4983603,1,44
FR,1991,4983607,1,44
FR,1991,4983625,1,44
FR,1991,4983682,1,44
FR,1991,4983762,1,44
FR,1991,4983769,1,44
FR,1991,4983781,1,44
FR,1991,4983799,1,44
FR,1991,4984421,1,44
FR,1991,4984527,1,44
FR,1991,4984828,1,44
FR,1991,4984853,1,44
FR,1991,4984869,1,44
FR,1991,4985042,1,44
FR,1991,4985209,1,44
FR,1991,4985419,1,44
FR,1991,4985527,1,44
FR,1991,4985563,1,44
FR,1991,4985642,1,44
FR,1991,4985801,1,44
FR,1991,4985862,1,44
FR,1991,4986107,1,44
FR,1991,4986191,1,44
FR,1991,4986337,1,44
FR,1991,4986494,1,44
FR,1991,4986629,1,44
FR,1992,5134533,49,1
FR,1992,5171678,41,2
FR,1992,5135732,38,3
FR,1992,5108395,36,4
FR,1992,5147360,36,4
FR,1992,5146499,34,5
FR,1992,5130793,33,6
FR,1992,5090932,31,7
FR,1992,5128925,30,8
FR,1992,5124821,29,9
FR,1992,5138249,29,9
FR,1992,5141911,29,9
FR,1992,5106094,28,10
FR,1992,5112765,27,11
FR,1992,5151971,26,12
FR,1992,5155344,26,12
FR,1992,5157926,26,12
FR,1992,5097504,26,12
FR,1992,5118528,25,13
FR,1992,5159556,25,13
FR,1992,5100875,25,13
FR,1992,5119476,24,14
FR,1992,5129388,24,14
FR,1992,5111417,24,14
FR,1992,5090893,24,14
FR,1992,5116381,23,15
FR,1992,5087910,23,15
FR,1992,5090702,23,15
FR,1992,5092022,23,15
FR,1992,5094389,23,15
FR,1992,5158092,22,16
FR,1992,5134648,22,16
FR,1992,5141496,22,16
FR,1992,5143785,22,16
FR,1992,5099325,21,17
FR,1992,5108957,21,17
FR,1992,5134422,21,17
FR,1992,5138010,21,17
FR,1992,5123111,20,18
FR,1992,5170427,20,18
FR,1992,5160163,20,18
FR,1992,5098934,20,18
FR,1992,5148841,20,18
FR,1992,5087400,20,18
FR,1992,5097146,20,18
FR,1992,5125838,19,19
FR,1992,5126087,19,19
FR,1992,5162177,19,19
FR,1992,5098932,19,19
FR,1992,5107520,19,19
FR,1992,5134396,19,19
FR,1992,5135250,19,19
FR,1992,5137845,19,19
FR,1992,5090111,19,19
FR,1992,5127990,18,20
FR,1992,5131911,18,20
FR,1992,5077916,18,20
FR,1992,5170153,18,20
FR,1992,5152176,18,20
FR,1992,5168408,18,20
FR,1992,5112692,18,20
FR,1992,5136466,18,20
FR,1992,5139904,18,20
FR,1992,5140634,18,20
FR,1992,5145852,18,20
FR,1992,5148448,18,20
FR,1992,5082858,18,20
FR,1992,5089974,18,20
FR,1992,5118729,17,21
FR,1992,5130978,17,21
FR,1992,5151134,17,21
FR,1992,5157524,17,21
FR,1992,5158132,17,21
FR,1992,5161333,17,21
FR,1992,5102822,17,21
FR,1992,5107492,17,21
FR,1992,5143458,17,21
FR,1992,5086351,17,21
FR,1992,5092860,17,21
FR,1992,5128948,16,22
FR,1992,5129390,16,22
FR,1992,5160730,16,22
FR,1992,5163154,16,22
FR,1992,5166576,16,22
FR,1992,5105020,16,22
FR,1992,5105292,16,22
FR,1992,5106804,16,22
FR,1992,5112335,16,22
FR,1992,5136194,16,22
FR,1992,5138473,16,22
FR,1992,5141635,16,22
FR,1992,5078480,16,22
FR,1992,5081148,16,22
FR,1992,5086274,16,22
FR,1992,5089887,16,22
FR,1992,5123068,15,23
FR,1992,5155448,15,23
FR,1992,5163130,15,23
FR,1992,5165886,15,23
FR,1992,5169357,15,23
FR,1992,5100027,15,23
FR,1992,5102667,15,23
FR,1992,5105761,15,23
FR,1992,5106352,15,23
FR,1992,5108418,15,23
FR,1992,5111498,15,23
FR,1992,5134681,15,23
FR,1992,5136644,15,23
FR,1992,5141138,15,23
FR,1992,5081452,15,23
FR,1992,5088767,15,23
FR,1992,5097330,15,23
FR,1992,5117429,14,24
FR,1992,5117494,14,24
FR,1992,5117959,14,24
FR,1992,5118794,14,24
FR,1992,5123156,14,24
FR,1992,5131291,14,24
FR,1992,5175702,14,24
FR,1992,5154857,14,24
FR,1992,5160697,14,24
FR,1992,5169029,14,24
FR,1992,5098572,14,24
FR,1992,5103489,14,24
FR,1992,5110651,14,24
FR,1992,5111517,14,24
FR,1992,5111942,14,24
FR,1992,5112676,14,24
FR,1992,5133908,14,24
FR,1992,5134773,14,24
FR,1992,5139280,14,24
FR,1992,5086154,14,24
FR,1992,5089012,14,24
FR,1992,5089250,14,24
FR,1992,5089554,14,24
FR,1992,5093004,14,24
FR,1992,5096094,14,24
FR,1992,5125126,13,25
FR,1992,5172694,13,25
FR,1992,5172964,13,25
FR,1992,5175796,13,25
FR,1992,5099320,13,25
FR,1992,5101902,13,25
FR,1992,5102107,13,25
FR,1992,5114590,13,25
FR,1992,5134516,13,25
FR,1992,5134521,13,25
FR,1992,5138607,13,25
FR,1992,5139484,13,25
FR,1992,5141043,13,25
FR,1992,5079766,13,25
FR,1992,5088096,13,25
FR,1992,5089244,13,25
FR,1992,5120266,12,26
FR,1992,5128096,12,26
FR,1992,5128997,12,26
FR,1992,5129306,12,26
FR,1992,5169631,12,26
FR,1992,5174458,12,26
FR,1992,5151264,12,26
FR,1992,5152432,12,26
